customer_id,default_flag,num__age,num__annual_income,num__loan_amount,num__credit_score,num__repayment_history,num__transaction_count,num__spending_ratio,num__debt_to_income_ratio,num__avg_monthly_transactions,num__spending_to_income_ratio,num__join_year,num__join_month,num__join_day,num__join_weekday,num__customer_tenure_days,num__high_debt_to_income_flag,num__low_credit_score_flag,num__transaction_count_kbin,ord__education_level,nom__gender_Female,nom__gender_Male,nom__region_East,nom__region_North,nom__region_South,nom__region_West,nom__employment_type_Retired,nom__employment_type_Salaried,nom__employment_type_Self-Employed,nom__employment_type_Student,nom__employment_type_Unemployed,nom__loan_purpose_Business,nom__loan_purpose_Car,nom__loan_purpose_Education,nom__loan_purpose_Home,nom__loan_purpose_Medical,nom__loan_purpose_Personal,nom__income_bin_High,nom__income_bin_Low,nom__income_bin_Medium,nom__credit_score_bin_Excellent,nom__credit_score_bin_Fair,nom__credit_score_bin_Good,nom__credit_score_bin_Poor,age_standard,annual_income_standard,loan_amount_standard,credit_score_standard,repayment_history_standard,transaction_count_standard,spending_ratio_standard,debt_to_income_ratio_standard,avg_monthly_transactions_standard,spending_to_income_ratio_standard,join_year_standard,join_month_standard,join_day_standard,join_weekday_standard,customer_tenure_days_standard,age_minmax,annual_income_minmax,loan_amount_minmax,credit_score_minmax,repayment_history_minmax,transaction_count_minmax,spending_ratio_minmax,debt_to_income_ratio_minmax,avg_monthly_transactions_minmax,spending_to_income_ratio_minmax,join_year_minmax,join_month_minmax,join_day_minmax,join_weekday_minmax,customer_tenure_days_minmax,annual_income_log,loan_amount_log,spending_to_income_ratio_log,annual_income_boxcox,loan_amount_boxcox,credit_score_boxcox,transaction_count_boxcox,age_yeojohnson,annual_income_yeojohnson,loan_amount_yeojohnson,credit_score_yeojohnson,repayment_history_yeojohnson,transaction_count_yeojohnson,spending_ratio_yeojohnson,debt_to_income_ratio_yeojohnson,avg_monthly_transactions_yeojohnson,spending_to_income_ratio_yeojohnson,join_year_yeojohnson,join_month_yeojohnson,join_day_yeojohnson,join_weekday_yeojohnson,customer_tenure_days_yeojohnson
CUST0001,0,-0.30303030303030304,-0.27586206896551724,-0.192,0.17777777777777778,-1.0,-0.29577464788732394,-0.4110429447852759,-0.1102512970573295,-0.295774647887324,-0.5322722853977797,0.3333333333333333,-0.56,-0.07017543859649122,0.75,-0.15119073629014637,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5241560337109431,-0.4072320297246384,-0.5306011030416419,0.3301635716193838,-1.1304293542495212,-0.42600570341334415,-0.7601401059644777,-0.5324301643509606,-0.42600570341334404,-0.8682822859223649,0.37976217386786987,-0.9795867657512556,-0.11927565161216697,1.2851490774380505,-0.24817825121974313,0.2857142857142858,0.30823117338003503,0.21534320323014802,0.5666666666666667,0.0,0.28820960698689957,0.20453449107573568,0.4062378675030545,0.28820960698689957,0.19340795392229088,0.625,0.1818181818181818,0.43333333333333335,1.0,0.3891820580474934,11.034905792929415,9.61587214452889,9.640628165515693,-0.28978338006926235,-0.36448258421672747,0.33328198595184105,-0.3231298420780653,-0.44013055662976075,-0.28978398652558945,-0.364485733331981,0.3332765522958225,-1.470137013858265,-0.32468387611220145,-0.7275746961823482,-0.46205554515412967,-0.3308693558483733,-0.8701404051973153,0.3659131582216692,-0.9553801083304739,-0.021648592776934584,1.2442680937831454,-0.13517885060756757
CUST0002,0,-0.6666666666666666,0.3218390804597701,0.256,0.4246913580246914,-0.5,0.4084507042253521,0.0,3.11749301945735e-11,0.40845070422535207,0.5839983722560078,0.0,0.72,-0.9122807017543859,-0.75,-0.03583133056587284,0.0,0.0,0.5,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0722930624282696,0.2850790629008196,0.028925528543556223,0.6789893208210569,-0.5856441232858965,0.49260497780141416,-0.25574829290148365,-0.40691617184713613,0.49260497780141416,0.39083407529500724,-0.08055561263861369,1.2674939872265352,-1.498849453391448,-1.5575769924710015,-0.07867030652790645,0.1428571428571429,0.4903677758318739,0.3660834454912517,0.6500000000000001,0.16666666666666666,0.5065502183406113,0.33381572600096476,0.4338006917751806,0.5065502183406114,0.5256411550378988,0.5,0.9090909090909091,0.03333333333333333,0.0,0.43271767810026385,11.385103457032141,9.99884318585288,10.229945527689226,0.4000635100040323,0.2870099853919227,0.680752526313933,0.5616332395183133,-1.1110840675544873,0.40006362379482463,0.28701145570378717,0.680749629780197,-0.4151052135624659,0.5615252900803632,-0.05865542019695731,-0.3049195684994981,0.5610943609312093,0.5361687436239707,-0.09703822371653739,1.2170854189139102,-1.6477973204907628,-1.6298130865660272,0.02812111968986085
CUST0003,0,0.36363636363636365,-0.45977011494252873,-0.384,-0.23703703703703705,0.0,-0.4647887323943662,-0.20245398773006135,-0.37975446768556426,-0.46478873239436624,-0.5456559582212375,-0.3333333333333333,-0.08,0.7017543859649122,-0.5,0.3976403757920035,0.0,0.0,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.48076185227082197,-0.6202508274555485,-0.7703982308638696,-0.25586368703942686,-0.040858892322271946,-0.6464722669048861,-0.5041800814250479,-0.8392421459899154,-0.646472266904886,-0.8833786259628844,-0.5408733991450972,-0.13693148338458408,1.1453336666855074,-1.083789314152826,0.5582686371626313,0.5476190476190477,0.2521891418563923,0.15074024226110364,0.42666666666666697,0.3333333333333333,0.2358078602620087,0.27013989387361315,0.3388620748459958,0.23580786026200873,0.1894246005712612,0.375,0.4545454545454545,0.8,0.16666666666666666,0.5963060686015831,10.896757843893464,9.392745258631441,9.63095678385169,-0.5315569195813176,-0.7337083767335436,-0.25238990396802985,-0.5642110085833264,0.5682418082519829,-0.531557750010278,-0.7337134634257365,-0.25239625995399273,0.23232450656259837,-0.5659516375147752,-0.3647291840225954,-0.8752878760389678,-0.5728103367993961,-0.8920182894650547,-0.552998013619747,-0.06082211593210132,1.1034320849245896,-1.0718895762583827,0.6023807772146872
CUST0004,1,0.0,0.0,0.0,-0.8888888888888888,1.0,-0.8873239436619719,0.8098159509202454,-0.09237270833421805,-0.8873239436619719,1.0685235005538847,0.6666666666666666,-0.88,-0.3508771929824561,-0.75,-0.4151190736290146,0.0,1.0,-0.5,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-0.06737517644650444,-0.08770383312827316,-0.2908039752194141,-1.1767636649318436,1.0487115696049774,-1.1976386756337412,0.7379788611927734,-0.5120765439380398,-1.197638675633741,0.9373623856808367,0.8400799603743534,-1.5413569539957033,-0.579133585538594,-1.5575769924710015,-0.635991882257127,0.40476190476190477,0.3922942206654992,0.2799461641991925,0.20666666666666678,0.6666666666666666,0.10480349344978165,0.5885190545103716,0.4107075146838323,0.10480349344978167,0.6698493121650397,0.75,0.0,0.3,0.0,0.2895778364116095,11.211833885608513,9.798182590890704,10.40665391893463,0.044242360281079675,-0.05717832683715129,-1.1779530639516675,-1.2498789836105342,0.047557118298450336,0.0442421121214374,-0.05717925152101392,-1.1779512402387071,1.0813268416121362,-1.25066150559455,0.869742597623896,-0.43612382247341064,-1.2533091354333767,0.9872414808403811,0.8359598022605282,-1.6643776620603514,-0.4901029657510025,-1.6298130865660272,-0.5314637593323003
CUST0005,0,0.7878787878787878,1.632183908045977,1.408,1.1160493827160494,-1.0,1.028169014084507,-0.7423312883435582,0.3535645044537129,1.0281690140845072,0.6210747631858562,-0.6666666666666666,0.24,0.2807017543859649,0.75,0.6685601922656762,0.0,0.0,0.5,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1202550524410362,1.8028379967335544,1.4677082954769227,1.6557014185857413,-1.1304293542495212,1.3009823772704014,-1.1666648508212192,-0.0044057821318579,1.3009823772704017,0.43265501729914835,-1.0011911856515807,0.4248387048598636,0.4555467657958668,1.2851490774380505,0.9563554769692175,0.7142857142857144,0.8896672504378285,0.7537012113055181,0.8833333333333335,0.0,0.6986899563318777,0.10033767486734202,0.5221918178808151,0.6986899563318779,0.5366761204022377,0.25,0.6363636363636364,0.6,1.0,0.6985488126649076,11.884495917930655,10.596659732783579,10.244627450087735,1.6079819296089781,1.3505343948997268,1.6494228650996923,1.2360123945423573,1.1068678721474898,1.6079824251631187,1.350536801678408,1.6494340620462724,-1.470137013858265,1.2371409989928528,-1.4432322072827504,0.15706853039739319,1.2416200739132925,0.5731114221860503,-1.0020684170008254,0.4738972544628893,0.5131116326541167,1.2442680937831454,0.9368433999930975
CUST0006,0,-0.9696969696969697,-1.1494252873563218,-0.768,-0.5135802469135803,-0.5,-0.971830985915493,0.2208588957055215,-7.23946856296683e-11,-0.9718309859154931,-1.1609431872131664,1.0,-0.72,0.9122807017543859,-0.5,-0.7769281188551453,0.0,1.0,-0.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.5290739196927083,-1.4190713189464617,-1.2499924865083252,-0.6465485261453007,-0.5856441232858965,-1.3078719573795121,0.015268203669677405,-0.4069161719650435,-1.3078719573795121,-1.5774022586364909,1.300397746880837,-1.2604718598734794,1.4902271171303276,-1.083789314152826,-1.167630436063342,0.023809523809523836,0.04203152364273205,0.021534320323014805,0.33333333333333326,0.16666666666666666,0.07860262008733623,0.40328027013989387,0.4338006917492882,0.07860262008733625,0.006298004622573905,0.875,0.09090909090909091,0.9,0.16666666666666666,0.15303430079155672,10.085850775128717,8.699681400989514,9.038958755220563,-1.6683895524605767,-1.8338834272089923,-0.644243672427728,-1.4080844091195135,-1.7680183097184343,-1.6683889745917175,-1.8338750825017895,-0.6442480974929504,-0.4151052135624659,-1.40805793350414,0.23482322412894233,-0.30491956864403885,-1.407452324836288,-2.162342467195211,1.3132068632648326,-1.2928902008372058,1.3826944029077537,-1.0718895762583827,-1.1525300556636962
CUST0007,0,-0.48484848484848486,-0.06896551724137931,-0.128,-0.019753086419753086,0.0,0.014084507042253521,0.0,-0.33696523187558985,0.014084507042253622,0.09974453462347113,0.3333333333333333,0.4,-0.21052631578947367,0.75,-0.31024688660694777,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.7982245480696063,-0.16758588227736446,-0.4506687271008993,0.051102972258045415,-0.040858892322271946,-0.021817003678850512,-0.25574829290148365,-0.7905293601585959,-0.02181700367885025,-0.15538822819810907,0.37976217386786987,0.7057237989820875,-0.3492046185753805,1.2851490774380505,-0.4818937507190937,0.2142857142857143,0.37127845884413313,0.23687752355316286,0.5000000000000002,0.3333333333333333,0.38427947598253276,0.33381572600096476,0.34955938379848933,0.3842794759825328,0.3815137415597653,0.625,0.7272727272727273,0.3666666666666667,1.0,0.329155672823219,11.170449240431308,9.680406499268875,10.015297227588134,-0.03645109571431964,-0.25628590790197436,0.05469795416396186,0.08623669839153664,-0.7621468177574207,-0.03645143149585408,-0.2562882997595704,0.054691536988496235,0.23232450656259837,0.08526551854764396,-0.05865542019695731,-0.8067782075672243,0.08136995046688672,0.006887912870197736,0.3659131582216692,0.7284330216692334,-0.25036335907475205,1.2442680937831454,-0.3697289575474895
CUST0008,0,0.5454545454545454,0.5517241379310345,0.768,0.2271604938271605,0.5,0.7183098591549296,0.43558282208588955,0.7672590266034817,0.7183098591549296,1.4980670540094494,0.0,-0.4,-0.7017543859649122,0.75,0.14856893161459472,0.0,0.0,0.5,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.7548303666294852,0.5513525600644573,0.6683845360694969,0.3999287214597184,0.5039263386413527,0.8967936775359078,0.2787564642249728,0.4665587554580886,0.896793677535908,1.4218732991434515,-0.08055561263861369,-0.6987016716290317,-1.1539560029466278,1.2851490774380505,0.19228557475980218,0.6190476190476191,0.5604203152364273,0.53835800807537,0.5833333333333333,0.5,0.6026200873362445,0.4708152436082972,0.6256154484182572,0.6026200873362446,0.7976934230933563,0.5,0.2727272727272727,0.13333333333333333,1.0,0.5023087071240105,11.49273296168228,10.308985993422082,10.540831283230636,0.6364738634853886,0.8315251861266952,0.4028427618944008,0.9081846576044266,0.8071098649792317,0.6364741742990258,0.8315288077397627,0.40283772206876156,0.7057928550957371,0.9087271523805232,0.4878575780025874,0.6259929367777509,0.9108974691854956,1.3392943840772804,-0.09703822371653739,-0.6410762157268445,-1.1594705673990153,1.2442680937831454,0.2792442586222724
CUST0009,0,-0.18181818181818182,-0.16091954022988506,0.0,-0.09876543209876543,-0.5,-0.2112676056338028,-0.2576687116564416,0.25505897085802004,-0.21126760563380284,-0.26866818890873323,0.6666666666666666,0.08,0.42105263157894735,0.0,-0.5829145728643216,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.3414436908051677,-0.27409528114281956,-0.2908039752194141,-0.06052126748648995,-0.5856441232858965,-0.3157724216675732,-0.571934205567838,-0.11654798029021557,-0.315772421667573,-0.570945588502676,0.8400799603743534,0.14395361073763976,0.6854757327590804,-0.13621395751647544,-0.8825488927179804,0.33333333333333337,0.34325744308231176,0.2799461641991925,0.4733333333333334,0.16666666666666666,0.31441048034934493,0.2527737578388809,0.4975654344818919,0.314410480349345,0.2718638662077735,0.75,0.5454545454545454,0.6666666666666666,0.5,0.2262532981530343,11.112462823634855,9.798182590890704,9.814219084777946,-0.14685034760698285,-0.05717832683715129,-0.05689098596759213,-0.20769360897740813,-0.23832596221348343,-0.1468508032476383,-0.05717925152101392,-0.05689752314210792,-0.4151052135624659,-0.20910950865399178,-0.4555732428273821,0.03444606757063969,-0.21476304063210502,-0.47102062265837885,0.8359598022605282,0.2112549964917656,0.7152152483558079,-0.08458132338290045,-0.8050187055157745
CUST0010,1,1.2121212121212122,-0.9655172413793104,-0.256,-1.3037037037037038,2.0,-1.1408450704225352,1.8588957055214717,2.2647972329304524,-1.1408450704225352,-0.13437930956525668,-0.3333333333333333,0.88,0.0,0.75,0.2464496395018571,1.0,1.0,-0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.7597482526112502,-1.2060525212155515,-0.6105334789823844,-1.7627909235906543,2.1382820315322264,-1.5283385208710543,2.0253072199057875,2.1714094390035825,-1.528338520871054,-0.41947217660962693,-0.5408733991450972,1.548379081348759,-0.004311168130560213,1.2851490774380505,0.3361104975286333,0.8809523809523809,0.09807355516637478,0.19380888290713325,0.06666666666666665,1.0,0.02620087336244542,0.9184756391702845,1.0,0.02620087336244542,0.31183197246641553,0.375,0.9999999999999999,0.4666666666666667,1.0,0.5392480211081794,10.373522431293592,9.546884034617925,9.892274925322026,-1.3146823425037444,-0.47944509470049285,-1.7705633282058997,-1.7599033837236147,1.5877744185499894,-1.3146829843956094,-0.47944898001027536,-1.7705491438700005,1.6616098444452727,-1.7564588337843892,1.6758212381791584,1.846640986791537,-1.7429574399302974,-0.28751965949797303,-0.552998013619747,1.4526811111297209,0.08918781764070617,1.2442680937831454,0.40823872344965123
